customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureGroup,NumServices,AvgChargesPerMonth,IsNewCustomer,IsMonthToMonth,IsElectronicCheck,ChurnProbability,RiskSegment,RevenueAtRisk
1090-ESELR,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,0,60+,5,105.71597222222222,0,0,0,0.0313,Faible,0.0
8592-PLTMQ,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,No,0,60+,0,25.66796875,0,0,0,0.0445,Faible,0.0
5760-WRAHC,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,0,13-24,4,70.24545454545455,0,1,0,0.1993,Faible,0.0
8847-GEOOQ,Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,0,49-60,5,59.70666666666667,0,1,0,0.2697,Faible,0.0
0256-LTHVJ,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,1,25-48,1,79.53928571428571,0,1,1,0.5776,Moyen,0.0
4785-FCIFB,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,0,60+,0,23.24426229508197,0,0,0,0.0255,Faible,0.0
8313-NDOIA,Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,0,13-24,4,103.94375000000001,0,1,1,0.7597,Élevé,1249.8000000000002
5149-CUZUJ,Male,No,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,0,25-48,4,98.86964285714285,0,0,0,0.0754,Faible,0.0
0942-KOWSM,Female,No,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,No,0,25-48,5,78.97666666666667,0,0,0,0.0429,Faible,0.0
4237-CLSMM,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,0,0-12,0,19.0,1,1,0,0.2508,Faible,0.0
1452-VOQCH,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,0,0-12,0,75.1,1,1,1,0.8941,Élevé,901.1999999999999
4719-UMSIY,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,No,0,0-12,0,16.816666666666666,1,1,0,0.0914,Faible,0.0
6614-VBEGU,Female,No,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,0,13-24,3,67.25208333333333,0,1,0,0.3719,Moyen,0.0
0880-TKATG,Male,No,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,1,0-12,3,96.475,1,1,1,0.776,Élevé,1213.8000000000002
3811-VBYBZ,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,1,0-12,3,96.17857142857143,0,1,1,0.8281,Élevé,1197.6
1480-BKXGA,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,0,60+,6,116.73472222222222,0,0,0,0.0631,Faible,0.0
2996-XAUVF,Male,No,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,0,60+,2,39.996428571428574,0,0,0,0.1,Faible,0.0
9076-AXYIK,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,No,0,60+,4,102.16328125,0,0,1,0.2744,Faible,0.0
5968-XQIVE,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,0,60+,2,91.51319444444444,0,0,1,0.1366,Faible,0.0
8896-RAZCR,Female,No,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,No,0,25-48,0,19.729545454545455,0,0,0,0.0185,Faible,0.0
4640-UHDOS,Female,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,1,13-24,1,56.48846153846154,0,1,1,0.3129,Moyen,0.0
4933-IKULF,Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,No,0,13-24,0,19.447058823529414,0,0,0,0.0778,Faible,0.0
3583-EKAPL,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1,0-12,1,55.0,1,1,1,0.8013,Élevé,660.0
1304-BCCFO,Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,0,0-12,3,62.71111111111111,0,1,0,0.4945,Moyen,0.0
4104-PVRPS,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,0,13-24,2,54.80625,0,1,0,0.1005,Faible,0.0
9399-APLBT,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,0-12,1,74.7,1,1,1,0.8241,Élevé,896.4000000000001
2359-KMGLI,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,1,13-24,1,77.5625,0,1,1,0.6587,Élevé,963.0
3780-DDGSE,Male,Yes,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,0,25-48,4,78.49142857142857,0,1,1,0.2294,Faible,0.0
4431-EDMIQ,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,0,0-12,5,79.14999999999999,0,1,1,0.1808,Faible,0.0
0306-JAELE,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,1,0-12,3,90.67999999999999,1,1,1,0.7462,Élevé,1153.1999999999998
6227-HWPWX,Female,No,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Yes,1,13-24,0,66.32,0,1,0,0.3475,Moyen,0.0
0486-LGCCH,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,No,0,0-12,0,20.522727272727273,0,0,0,0.0309,Faible,0.0
0447-BEMNG,Female,No,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Yes,1,25-48,3,44.6875,0,1,0,0.2407,Faible,0.0
4612-SSVHJ,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,No,0,13-24,1,83.58,0,1,1,0.7254,Élevé,977.4000000000001
5168-MQQCA,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No,0,60+,5,111.16388888888889,0,0,0,0.1905,Faible,0.0
5949-XIKAE,Female,No,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,1,0-12,2,85.00625,0,1,1,0.6553,Élevé,1002.5999999999999
7971-HLVXI,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,No,0,60+,1,85.15069444444445,0,0,0,0.0926,Faible,0.0
9094-AZPHK,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,No,0,13-24,3,94.33333333333333,0,1,1,0.784,Élevé,1201.8000000000002
3649-JPUGY,Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,No,0,60+,5,86.13819444444444,0,0,0,0.0509,Faible,0.0
4472-LVYGI,Female,No,Yes,Yes,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,0.0,No,0,0-12,4,52.55,1,0,0,0.1074,Faible,0.0
8372-JUXUI,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,0-12,0,74.35,1,1,1,0.874,Élevé,892.1999999999999
3552-CTCYF,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No,0,60+,4,104.71825396825396,0,0,0,0.2148,Faible,0.0
6778-YSNIH,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,No,0,0-12,2,57.075,1,1,1,0.6819,Élevé,708.0
0388-EOPEX,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,1,0-12,1,69.7,1,1,1,0.706,Élevé,892.8000000000001
5756-OZRIO,Male,Yes,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,No,0,60+,2,63.97704918032787,0,0,0,0.1231,Faible,0.0
6579-JPICP,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,0,0-12,0,20.4,1,1,0,0.5956,Moyen,0.0
8205-OTCHB,Male,No,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes,1,13-24,3,41.07272727272727,0,0,0,0.2439,Faible,0.0
4134-BSXLX,Male,No,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,No,0,25-48,3,63.77321428571429,0,1,0,0.0755,Faible,0.0
0505-SPOOW,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No,0,60+,0,19.966428571428573,0,0,0,0.0244,Faible,0.0
6235-VDHOM,Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes,1,0-12,1,26.21,1,1,1,0.5026,Moyen,0.0
7783-YKGDV,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,1,0-12,4,103.20416666666667,0,1,0,0.6573,Élevé,1196.4
4374-YMUSQ,Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,0,25-48,6,114.6779411764706,0,0,0,0.2118,Faible,0.0
4513-CXYIX,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,No,0,60+,1,79.94366197183099,0,0,0,0.0626,Faible,0.0
3957-HHLMR,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,0,60+,2,64.90214285714285,0,0,0,0.0549,Faible,0.0
7803-XOCCZ,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No,0,49-60,3,83.20769230769231,0,1,0,0.1234,Faible,0.0
5736-YEJAX,Male,No,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No,0,60+,5,79.74710144927536,0,0,0,0.0241,Faible,0.0
5609-CEBID,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,1,13-24,3,89.12,0,1,1,0.6965,Élevé,1129.1999999999998
8981-FJGLA,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,No,0,0-12,1,77.43636363636364,0,1,0,0.6594,Élevé,936.0
7218-HKQFK,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,1,0-12,3,83.75,1,1,1,0.7243,Élevé,1130.4
4636-QRJKY,Female,No,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,1,0-12,1,83.80833333333334,1,1,1,0.6696,Élevé,966.0
1135-LMECX,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,0,0-12,0,19.85,1,1,0,0.6399,Élevé,238.20000000000002
4332-MUOEZ,Male,Yes,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,No,0,13-24,4,90.91499999999999,0,0,0,0.1085,Faible,0.0
8535-SFUTN,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,No,0,60+,4,103.2811475409836,0,1,1,0.5976,Moyen,0.0
5956-VKDTT,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,1,0-12,0,66.96000000000001,1,1,1,0.8521,Élevé,892.1999999999999
8677-HDZEE,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No,0,49-60,4,105.65982142857142,0,1,0,0.459,Moyen,0.0
2475-MROZF,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No,0,25-48,4,95.08,0,1,0,0.2436,Faible,0.0
9412-GHEEC,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,1,25-48,4,103.29875,0,1,0,0.4808,Moyen,0.0
3482-ABPKK,Female,No,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,No,0,25-48,2,55.225,0,0,0,0.0522,Faible,0.0
6705-LXORM,Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,No,0,0-12,0,60.52,1,1,1,0.6848,Élevé,840.5999999999999
0257-ZESQC,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,1,25-48,1,71.4574074074074,0,1,0,0.3356,Moyen,0.0
7531-GQHME,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,No,0,0-12,0,22.120833333333334,0,1,0,0.1375,Faible,0.0
5174-ITUMV,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,No,0,60+,4,104.32014925373134,0,0,1,0.3819,Moyen,0.0
4109-CYRBD,Male,Yes,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,No,0,25-48,0,49.724137931034484,0,1,1,0.4883,Moyen,0.0
0913-XWSCN,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No,0,49-60,1,85.69818181818181,0,1,0,0.363,Moyen,0.0
6825-UYPFK,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes,1,13-24,0,76.4608695652174,0,1,0,0.4301,Moyen,0.0
8397-MVTAZ,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes,1,25-48,3,102.3529411764706,0,1,1,0.7826,Élevé,1200.6
0750-EBAIU,Male,No,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,No,0,49-60,3,91.12115384615385,0,0,1,0.1563,Faible,0.0
8606-CIQUL,Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No,0,60+,6,116.6548611111111,0,0,0,0.0424,Faible,0.0
3571-DPYUH,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No,0,49-60,3,93.62672413793103,0,0,0,0.1463,Faible,0.0
7601-GNDYK,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,No,0,25-48,0,19.627142857142857,0,0,0,0.0202,Faible,0.0
0356-OBMAC,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No,0,49-60,4,101.89821428571429,0,0,0,0.1123,Faible,0.0
8067-NIOYM,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,No,0,13-24,0,20.443749999999998,0,0,0,0.0288,Faible,0.0
1403-GYAFU,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,No,0,60+,0,19.432142857142857,0,0,0,0.0182,Faible,0.0
4234-XTNEA,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,No,0,0-12,1,87.225,1,1,1,0.8287,Élevé,959.4000000000001
1297-VQDRP,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No,0,60+,4,108.5264705882353,0,0,0,0.2816,Faible,0.0
9282-IZGQK,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,1,0-12,1,85.0,1,1,1,0.9048,Élevé,1020.0
5348-CAGXB,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,0,0-12,2,85.14583333333333,0,1,1,0.8346,Élevé,1074.6
0621-HJWXJ,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No,0,60+,1,79.82619047619048,0,1,0,0.3238,Moyen,0.0
5844-QVTAT,Female,No,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,No,0,25-48,3,59.25454545454546,0,0,0,0.0493,Faible,0.0
8905-IAZPF,Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,0,60+,3,97.74202898550725,0,0,0,0.1877,Faible,0.0
5394-MEITZ,Female,No,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No,0,49-60,5,82.445,0,0,0,0.0435,Faible,0.0
6859-QNXIQ,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No,0,60+,6,114.5625,0,0,0,0.0371,Faible,0.0
2782-LFZVW,Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,0,0-12,1,54.690909090909095,0,1,0,0.5519,Moyen,0.0
2866-IKBTM,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,0-12,0,19.55,1,1,0,0.5074,Moyen,0.0
1342-JPNKI,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,1,0-12,1,83.41,0,1,0,0.7677,Élevé,1032.6
2817-NTQDO,Male,No,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,Yes,1,13-24,3,45.92307692307692,0,1,0,0.2386,Faible,0.0
7129-AZJDE,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0,25-48,1,77.85882352941177,0,0,0,0.2215,Faible,0.0
6986-IJDHX,Male,No,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,Yes,1,25-48,2,83.74358974358974,0,1,0,0.3634,Moyen,0.0
2560-PPCHE,Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,0,60+,4,103.75769230769231,0,0,0,0.3178,Moyen,0.0
4676-MQUEA,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,No,0,49-60,4,105.31,0,0,0,0.2301,Faible,0.0
8138-EALND,Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,No,0,13-24,0,20.773333333333333,0,1,0,0.121,Faible,0.0
3580-HYCSP,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No,0,60+,5,110.65138888888889,0,0,0,0.0607,Faible,0.0
1352-HNSAW,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,0,60+,6,114.17222222222222,0,0,0,0.0371,Faible,0.0
2075-PUEPR,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,No,0,49-60,0,20.96818181818182,0,0,0,0.0222,Faible,0.0
1982-FEBTD,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,No,0,13-24,0,22.380434782608695,0,0,0,0.0338,Faible,0.0
5301-GAUUY,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,1,25-48,1,81.1296875,0,1,0,0.5033,Moyen,0.0
5791-KAJFD,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,0,49-60,3,68.0,0,0,0,0.0748,Faible,0.0
2654-VBVPB,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,0,0-12,0,19.9,1,1,0,0.5911,Moyen,0.0
1154-HYWWO,Male,No,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,0,25-48,4,71.26842105263158,0,0,0,0.0484,Faible,0.0
2501-XWWTZ,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No,0,0-12,0,69.09545454545454,0,1,1,0.6414,Élevé,842.4000000000001
3716-UVSPD,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No,0,0-12,1,49.3,1,1,1,0.5808,Moyen,0.0
6815-ABQFQ,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,No,0,49-60,4,107.7375,0,0,1,0.468,Moyen,0.0
7343-EOBEU,Male,No,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,No,0,0-12,0,29.683333333333334,1,1,0,0.4055,Moyen,0.0
3701-SFMUH,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No,0,0-12,3,73.73571428571428,0,1,0,0.2186,Faible,0.0
6103-LIANB,Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,0,49-60,3,99.35169491525424,0,0,0,0.2285,Faible,0.0
7319-VENRZ,Male,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No,0,0-12,3,63.707142857142856,0,1,0,0.2417,Faible,0.0
5846-NEQVZ,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,0,60+,4,70.04788732394366,0,0,0,0.0266,Faible,0.0
6967-QIQRV,Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,13-24,4,111.15,0,0,1,0.2458,Faible,0.0
